fpl_code,fbref_code,fotmob_id,fanteam_id,ref_name,fotmob_name,current_team,current_team_id,parent_team,parent_team_id,height_cm,preferred_foot,age,country,market_value_€m,primary_position,listed_positions,is_injured,expected_return,sample_mins,fin_skill,npxg,sot,xa,bcc,tack_w,tack_att,acc_pass,yc,s_rc,og,s_dribb,s_cross,offside,int,block,recov,clear,goal_oa,foul_w,foul_l,eltg,p60_gstart,p90_gstart,on_pens,g,sv_p_xgot,europe_mins_ratio,fac_mins_ratio,lc_mins_ratio
428580,2944f86f,856685,233401.0,Frank Onyeka,Frank Onyeka,Brentford,9937,Brentford,9937,183.0,right,27,Nigeria,9.51,DM,DM/CM/RW,False,,6654.0,0.91101,0.06489,0.26594,0.05703,0.12973,1.12285,1.70649,19.4397,0.15576,0.00117,0.00109,0.57371,0.16803,0.08338,1.03982,0.31084,4.38655,1.02527,0.00116,1.61347,1.28878,0.00462,0.91514,0.40331,0.0,0.05911,0.0,0.73333,0.648,0.84
530318,49375cdd,1244376,4056075.0,Kaden Rodney,Kaden Rodney,Crystal Palace U21,1267874,Crystal Palace,9826,189.0,right,21,England,0.9393,DM,DM/CM,False,,0.0,1.0,0.05881,0.2833,0.07301,0.20549,1.40465,2.45182,33.94566,0.22373,0.00397,0.00218,0.47782,0.30535,0.03832,1.38654,0.31783,6.4119,1.62801,0.00077,1.13443,1.36739,0.01109,0.9192,0.5796,0.0,0.05881,0.0,0.7,0.584,0.52
83299,282f75f3,201690,45008.0,Lewis Dunk,Lewis Dunk,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,192.0,right,34,England,3.63676,CB,CB,False,,16124.0,1.01438,0.05737,0.20464,0.04322,0.07828,0.40776,0.67097,71.53455,0.09038,0.00284,0.01533,0.12926,0.01761,0.04867,0.87012,0.7204,5.54692,3.33132,0.00109,0.44478,0.51607,0.02602,0.96895,0.92019,0.0,0.0582,0.0,0.775,0.836,0.58
219937,012c975a,1081076,192955.0,Rhys Williams,Rhys Williams,Liverpool U21,1070259,Liverpool,8650,195.0,right,24,England,0.4881,CB,CB,False,,2533.0,0.9776,0.05926,0.12722,0.03272,0.0604,0.68046,1.11067,47.40923,0.13419,0.00565,0.00683,0.16824,0.04304,0.02448,1.15355,0.50607,4.3437,3.39891,0.00079,0.40144,0.79198,0.01221,0.93578,0.77951,0.0,0.05794,0.0,0.63444,0.584,0.52
231065,e541326e,711357,192197.0,Ethan Pinnock,Ethan Pinnock,Brentford,9937,Brentford,9937,187.0,left,32,Jamaica,6.54469,CB,CB,False,,14035.0,0.97561,0.05935,0.18441,0.03107,0.07781,0.82852,1.35513,35.91342,0.04095,0.00097,0.02203,0.15846,0.05737,0.00934,1.19952,0.82493,3.93962,5.60968,0.00121,0.37006,0.34602,0.04695,0.96346,0.88594,0.0,0.0579,0.0,0.7,0.648,0.84
567121,16168a0f,1416710,,Joe Knight,Joe Knight,Brighton & Hove Albion U21,773678,Brighton & Hove Albion,10204,164.0,right,20,England,0.09,DM,CB/DM/CM,False,,0.0,1.0,0.05756,0.2916,0.07264,0.20449,1.34834,2.25952,45.10049,0.24258,0.00422,0.00223,0.80311,0.3963,0.02885,1.23282,0.26516,6.21181,1.14407,0.00075,1.14742,1.47881,0.01109,0.9192,0.5796,0.0,0.05756,0.0,0.7,0.584,0.52
101148,450ab6fc,279489,45072.0,Jamaal Lascelles,Jamaal Lascelles,Newcastle United,10261,Newcastle United,10261,188.0,right,32,England,2.02678,CB,CB,False,,6018.0,1.00272,0.05706,0.15028,0.01993,0.04056,0.51975,0.88996,33.4618,0.16018,0.00224,0.02197,0.1374,0.01683,0.02076,0.79703,0.86651,3.97372,4.17934,0.001,0.37561,0.96358,0.00663,0.942,0.87704,0.0,0.05721,0.0,0.7,0.76093,0.86689
470294,56d838f7,1125874,4293430.0,Darko Gyabi,Darko Gyabi,Hull City,8667,Hull City,8667,196.0,right,21,England,1.95034,DM,DM/CM/AM,False,,4113.0,0.9498,0.06017,0.20689,0.05431,0.11207,1.31934,2.07392,24.04509,0.19089,0.00219,0.00134,0.65978,0.1499,0.01509,0.93998,0.21979,4.55089,1.30326,0.00111,1.50343,1.38236,0.00688,0.95429,0.43473,0.0,0.05715,0.0,0.7,0.6872,0.84933
155405,4f565d77,609755,176648.0,Kalvin Phillips,Kalvin Phillips,Manchester City,8456,Manchester City,8456,177.0,right,29,England,11.78956,DM,DM/CM,False,,6707.0,0.99349,0.05729,0.23484,0.09638,0.20085,1.10932,2.09847,49.95191,0.19449,0.00131,0.00083,0.57653,0.44365,0.00768,1.20822,0.33882,6.15389,1.40313,0.0007,1.03029,1.45608,0.02466,0.93323,0.70308,0.0,0.05692,0.0,0.5679,0.77773,0.87089
499726,d6455444,1431275,,Callum Olusesi,Callum Olusesi,Tottenham Hotspur U21,860802,Tottenham Hotspur,8586,175.0,right,18,England,0.55,DM,DM/CM,False,,0.0,1.0,0.05674,0.26671,0.06849,0.1928,1.28389,2.12411,46.14765,0.23315,0.00358,0.00262,0.76819,0.3557,0.03585,1.20515,0.33418,6.38765,1.2028,0.00074,1.26866,1.48894,0.01301,0.9192,0.5796,0.0,0.05674,0.0,0.7,0.584,0.52
460028,700783e7,1096400,2024700.0,Levi Samuels Colwill,Levi Colwill,Chelsea,8455,Chelsea,8455,187.0,left,22,England,55.90142,CB,CB,True,,10307.0,0.96046,0.05898,0.12728,0.03957,0.0626,1.00471,1.48688,54.3499,0.16485,0.00164,0.00373,0.21159,0.05693,0.10237,1.05992,0.57828,4.33552,3.13206,0.00117,0.63494,1.16744,0.01455,0.97595,0.90706,0.0,0.05665,0.0,0.95,0.69653,0.85156
503714,1df4a109,1200631,3631216.0,Lesley Ugochukwu,Lesley Ugochukwu,Burnley,8191,Burnley,8191,188.0,right,21,France,26.4689,DM,DM/RM/CM/AM,False,,5594.0,1.00614,0.05622,0.16721,0.03427,0.05767,0.72339,1.33002,23.69922,0.11796,0.00159,0.00137,0.56111,0.11114,0.0083,0.83225,0.41694,3.34093,1.09247,0.00109,1.0016,1.22745,0.00616,0.94068,0.27791,0.0,0.05657,0.0,0.75167,0.648,0.84
611926,398a24f6,1589629,,Amara Nallo,Amara Nallo,Liverpool U21,1070259,Liverpool,8650,186.0,both,19,England,1.5,CB,CB,False,,0.0,1.0,0.05655,0.17678,0.03252,0.0836,0.83814,1.35045,58.16487,0.18216,0.00708,0.00855,0.23803,0.06329,0.036,1.27021,0.55143,4.93021,3.40836,0.00072,0.558,0.96077,0.01529,0.9534,0.8532,0.0,0.05655,0.0,0.7,0.584,0.52
204716,5ed9b537,820140,225319.0,Ibrahima Konaté,Ibrahima Konaté,Liverpool,8650,Liverpool,8650,192.0,right,26,France,41.25379,CB,CB,False,,11898.0,0.96946,0.05819,0.12932,0.04082,0.07219,0.74607,1.19082,57.10424,0.10366,0.0011,0.00934,0.21124,0.00712,0.00868,0.92256,0.57089,4.20052,4.03664,0.00102,0.7315,1.05948,0.04448,0.9109,0.77271,0.0,0.05641,0.0,0.95,0.9,0.9
437742,1b4f1169,901495,233400.0,Albert Sambi Lokonga,Albert Sambi Lokonga,Hamburger SV,9790,Hamburger SV,9790,183.0,right,26,Belgium,6.63035,CM,DM/CM/AM,False,,5444.0,0.96886,0.05814,0.26402,0.08049,0.16111,0.98656,1.55384,40.70786,0.17391,0.00208,0.00101,0.48359,0.18898,0.02137,0.87924,0.30795,4.69058,1.01039,0.00079,1.23172,1.14579,0.00744,0.90836,0.49888,0.0,0.05633,0.0,0.715,0.64,0.53333
78916,b2d31e83,188058,92423.0,Dan Burn,Daniel Burn,Newcastle United,10261,Newcastle United,10261,201.0,left,33,England,5.11672,CB,CB/LB,False,,16530.0,0.95913,0.05749,0.15432,0.03342,0.07486,0.71808,1.18463,36.08464,0.12043,0.00077,0.01527,0.15098,0.05664,0.10902,0.9757,0.63212,3.80458,4.60072,0.00111,0.32615,1.12649,0.00285,0.97101,0.86966,0.0,0.05514,0.0,0.60389,0.9,0.9
566213,c6685def,1613300,,Stephen Mfuni,Stephen Mfuni,Manchester City U18,1113543,Manchester City,8456,180.0,right,17,England,0.08,CB,CB/LB,False,,0.0,1.0,0.05507,0.17489,0.03271,0.08416,0.64093,1.04708,68.06314,0.14012,0.005,0.00809,0.3084,0.05701,0.02443,1.07195,0.5013,4.54367,2.88001,0.0007,0.60273,0.6905,0.01505,0.9534,0.8532,0.0,0.05507,0.0,0.7,0.584,0.52
618873,dedb9d04,1710742,,Sékou Koné,Sékou Koné,Manchester United U21,1070257,Manchester United,10260,176.0,right,19,Mali,0.02,DM,DM/CM/AM,False,,0.0,1.0,0.05504,0.28093,0.07079,0.19931,1.53604,2.61207,48.12979,0.23551,0.00461,0.00214,0.58442,0.3557,0.03626,1.38654,0.247,6.63624,1.11471,0.00072,1.07598,1.31169,0.01209,0.9192,0.5796,0.0,0.05504,0.0,0.7,0.584,0.52
518442,40aaa04c,1331666,,Lewis Orford,Lewis Orford,West Ham United U21,773649,West Ham United,8654,189.0,right,19,England,0.89776,CM,DM/CM,False,,0.0,0.99945,0.05491,0.27333,0.063,0.18502,1.09457,1.90995,37.10929,0.22224,0.00448,0.00204,0.86721,0.3978,0.05672,1.16176,0.34887,5.80361,1.28274,0.00067,1.1703,1.43153,0.00858,0.9158,0.5357,0.0,0.05488,0.0,0.7,0.584,0.52
110735,c40b6180,303346,139208.0,Adam Webster,Adam Webster,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,185.0,right,30,England,6.37115,CB,CB,True,,8972.0,0.9661,0.05659,0.15056,0.04011,0.0573,0.63982,1.10757,57.45288,0.12022,0.00165,0.01948,0.26811,0.0252,0.01726,1.33665,0.74311,5.03399,3.17594,0.00108,0.36576,0.7487,0.02791,0.93869,0.84184,0.0,0.05467,0.0,0.7,0.9,0.9
492066,6d646ff7,1206310,4293453.0,Niall Huggins,Niall Huggins,Wycombe Wanderers,8676,Sunderland,8472,173.0,right,24,Wales,0.42177,RM,RB/CB/LB/RM,False,,1576.0,1.00792,0.05374,0.23334,0.05947,0.14205,1.0042,1.77293,18.143,0.18012,0.00399,0.00254,1.14778,0.50378,0.15163,0.96406,0.21364,4.78989,1.54312,0.00068,1.04216,0.83258,0.00387,0.77428,0.44119,0.0,0.05416,0.0,0.7,0.584,0.52
242880,06df8256,955376,2840078.0,Benoît Badiashile Mukinayi,Benoit Badiashile,Chelsea,8455,Chelsea,8455,194.0,left,24,France,25.5643,CB,CB,False,,10739.0,0.98758,0.05472,0.12788,0.04056,0.09296,0.73516,1.18583,60.68632,0.13654,0.0023,0.01377,0.09563,0.0136,0.02976,1.24194,0.55117,5.23665,3.21536,0.00106,0.3792,0.92587,0.02065,0.93244,0.80082,0.0,0.05404,0.0,0.95,0.648,0.84
482609,d56b9520,1197250,3556528.0,Malo Gusto,Malo Gusto,Chelsea,8455,Chelsea,8455,179.0,right,22,France,32.10933,RB,RB/LB/DM,False,,9788.0,0.9324,0.05784,0.19287,0.09893,0.24889,1.02286,1.67037,40.64535,0.11019,0.00112,0.00339,0.50166,0.53195,0.11195,0.99226,0.25742,5.00035,1.39785,0.001,0.89332,0.91901,0.02191,0.92803,0.57382,0.0,0.05393,0.0,0.84556,0.9,0.9
17761,15ea812b,243138,23287.0,James Tarkowski,James Tarkowski,Everton,8668,Everton,8668,185.0,right,33,England,6.54121,CB,CB,False,,18041.0,0.88099,0.06095,0.14854,0.05545,0.13053,0.79344,1.28398,30.64002,0.12208,0.00094,0.00332,0.22147,0.03467,0.05886,1.28125,1.40417,3.84356,5.60252,0.00118,0.67859,1.0332,0.0194,0.98553,0.97295,0.0,0.05369,0.0,0.7,0.9,0.9
432830,a8c19eb8,961306,234803.0,Nathan Collins,Nathan Collins,Brentford,9937,Brentford,9937,193.0,right,24,Ireland,30.8803,CB,CB/RM,False,,13302.0,1.0,0.05327,0.14562,0.03881,0.09315,0.51872,0.93361,38.40345,0.07293,0.00087,0.01156,0.17439,0.041,0.10205,1.08767,1.23788,4.30665,5.259,0.00091,0.79607,0.74369,0.03976,0.99212,0.96135,0.0,0.05327,0.0,0.7,0.86173,0.89089
90585,a4ac4b8f,246331,88556.0,Willy Boly,Willy Boly,Nottingham Forest,10203,Nottingham Forest,10203,195.0,right,34,Ivory Coast,0.92326,CB,CB,False,,5777.0,0.99662,0.05337,0.19018,0.0302,0.06922,1.16862,1.94154,31.49183,0.10811,0.0023,0.00356,0.16929,0.01763,0.07587,1.39299,0.7907,4.83739,4.74388,0.00104,0.36074,0.83028,0.00719,0.95555,0.81453,0.0,0.05319,0.0,0.7,0.648,0.84
536109,242e5e6d,1315319,4042029.0,Ollie Scarles,Ollie Scarles,West Ham United U21,773649,West Ham United,8654,182.0,left,19,England,13.18756,LM,RB/LB/LWB/RM/LM/LW,True,,899.0,0.99493,0.05342,0.23995,0.06857,0.18811,0.97564,1.72913,23.48654,0.14651,0.00206,0.00096,0.87843,0.55992,0.14343,1.06911,0.16376,4.05098,1.4285,0.00066,0.93627,0.86449,0.00337,0.69584,0.32083,0.0,0.05315,0.0,0.7,0.584,0.52
204580,8449d35e,688273,192211.0,Vitaly Janelt,Vitaly Janelt,Brentford,9937,Brentford,9937,184.0,left,27,Germany,18.62273,DM,DM/CM,False,,13927.0,1.04777,0.05066,0.18148,0.0717,0.17226,0.96611,1.72083,26.40516,0.09979,0.00056,0.01205,0.25579,0.30777,0.05675,1.11005,0.31046,4.78982,1.36225,0.00099,0.79286,0.92373,0.01452,0.94488,0.47373,0.0,0.05308,0.0,0.7,0.68533,0.84889
209036,d0706b27,844425,231961.0,Marc Guéhi,Marc Guehi,Crystal Palace,9826,Crystal Palace,9826,182.0,right,25,England,45.21037,CB,CB,False,,17723.0,0.96214,0.05514,0.14095,0.05159,0.11969,0.69697,1.20746,45.8966,0.10536,0.00083,0.02508,0.2739,0.03518,0.01561,1.05879,0.58061,4.95627,4.18037,0.00103,0.99343,0.70233,0.02121,0.98999,0.94459,0.0,0.05305,0.0,0.7,0.9,0.9
437748,b2a81fc6,963983,3652439.0,Mike Trésor Ndayishimiye,Mike Tresor,Burnley,8191,Burnley,8191,175.0,right,26,Belgium,5.83832,,LM,False,,3121.0,0.96563,0.05493,0.21272,0.07457,0.20652,0.96204,1.58108,21.25403,0.13893,0.00287,0.00173,0.96771,0.46833,0.06878,0.89314,0.22755,5.11138,0.89024,0.00102,0.89096,0.90854,0.00653,0.93233,0.5085,0.0,0.05304,0.0,0.50838,0.584,0.52
544877,0ad53bdc,1195281,3628155.0,Milos Kerkez,Milos Kerkez,Liverpool,8650,Liverpool,8650,180.0,left,22,Hungary,68.73746,LB,LB/LWB,False,,10553.0,1.01942,0.05194,0.15772,0.09202,0.18582,0.65156,1.15307,30.72265,0.09011,0.00133,0.00682,0.55449,0.78831,0.07531,0.92839,0.26907,4.03283,2.48996,0.00102,1.11143,0.85342,0.02811,0.94549,0.6304,0.0,0.05295,0.0,0.95,0.82813,0.88289
201895,bb08bce9,751998,4352111.0,Omar Alderete,Omar Alderete,Sunderland,8472,Sunderland,8472,188.0,left,28,Paraguay,12.98083,CB,CB/CM,False,,11598.0,0.99404,0.05316,0.22341,0.03776,0.06894,0.64724,0.99774,29.2741,0.15092,0.00296,0.00519,0.50365,0.07643,0.06811,1.17656,0.77362,4.10313,5.63697,0.00099,0.36718,1.02768,0.00816,0.94925,0.82103,0.0,0.05285,0.0,0.7,0.584,0.52
491007,1e4319ac,1239595,4293363.0,Dário Luís Essugo,Dario Essugo,Chelsea,8455,Chelsea,8455,178.0,right,20,Portugal,29.05664,DM,DM/CM,True,,3564.0,1.00448,0.05241,0.21787,0.06825,0.12992,1.37529,2.01573,36.39665,0.24759,0.0029,0.00095,0.63737,0.14638,0.01777,1.35686,0.29733,5.16123,1.30777,0.00058,1.25338,1.46532,0.00678,0.81007,0.37456,0.0,0.05264,0.0,0.74057,0.584,0.52
569014,0a4f579a,1487909,4008654.0,Eric da Silva Moreira,Eric da Silva Moreira,Rio Ave,7841,Nottingham Forest,10203,185.0,right,19,Germany,1.76477,,RB/RM/RW/ST,False,,306.0,0.99873,0.05266,0.2801,0.06217,0.18587,1.18531,2.04177,31.44882,0.21122,0.00344,0.00139,0.65214,0.38223,0.05786,1.20346,0.28492,6.09127,1.34187,0.00068,1.13771,1.33059,0.00678,0.93523,0.58484,0.0,0.05259,0.0,0.7,0.584,0.52
171314,31c69ef1,614006,186737.0,Rúben dos Santos Gato Alves Dias,Ruben Dias,Manchester City,8456,Manchester City,8456,187.0,right,28,Portugal,55.37181,CB,CB,False,,18422.0,0.89482,0.05874,0.20051,0.05256,0.1066,0.55512,0.88424,78.75595,0.07332,0.0006,0.01889,0.12797,0.04472,0.01231,0.90076,0.67719,3.67028,2.89839,0.00106,0.39519,0.72169,0.0024,0.97159,0.92967,0.0,0.05256,0.0,0.95,0.836,0.58
534836,e0b5d31b,1242194,,Travis Patterson,Travis Patterson,Aston Villa U21,1070261,Aston Villa,10252,178.0,right,20,England,0.15,LWB,LB/LWB,False,,0.0,1.0,0.05253,0.24838,0.09361,0.27194,0.98993,1.69822,26.05608,0.14934,0.00248,0.00252,0.93528,0.71163,0.1223,0.72612,0.19216,4.35954,1.37139,0.00067,1.21125,0.98335,0.00748,0.907,0.5476,0.0,0.05253,0.0,0.7,0.584,0.52
80801,72c812f3,179410,2268238.0,Idrissa Gana Gueye,Idrissa Gana Gueye,Everton,8668,Everton,8668,174.0,right,36,Senegal,1.59472,DM,CB/DM/CM,False,,13087.0,1.07769,0.04872,0.2232,0.05902,0.11733,1.49762,2.51678,36.22444,0.15284,0.00071,0.00034,0.47665,0.13215,0.00578,1.32702,0.28601,6.19481,0.9716,0.00091,1.25449,1.3167,0.02363,0.91354,0.55713,0.0,0.05251,0.0,0.94444,0.7264,0.85867
512462,25f2ef01,1098607,3907762.0,Jake O'Brien,Jake O'Brien,Everton,8668,Everton,8668,197.0,right,24,Ireland,23.26881,RB,RB/CB/CM,False,,5252.0,1.0106,0.05195,0.13949,0.03995,0.066,0.61143,0.95034,25.91976,0.11184,0.00132,0.00149,0.31092,0.4358,0.1028,0.4936,0.36098,3.36937,3.98655,0.00103,0.38995,0.73422,0.00822,0.98199,0.8708,0.0,0.0525,0.0,0.7,0.584,0.52
491501,bf973eeb,1231075,,James McConnell,James McConnell,Ajax,8593,Ajax,8593,188.0,right,21,England,2.00082,DM,RB/DM/CM,False,,475.0,0.99602,0.05237,0.25988,0.07139,0.19765,1.28642,2.11009,42.6329,0.20698,0.00388,0.00197,0.6579,0.31535,0.0309,1.17438,0.28816,5.80126,1.36819,0.00072,1.0505,1.31149,0.01014,0.94229,0.58788,0.0,0.05216,0.0,0.53389,0.6596,0.538
138001,5791b997,581530,3879502.0,Tom King,Tom King,Everton,8668,Everton,8668,194.0,right,30,Wales,0.41928,,GK,False,,91.0,1.0,0.05213,0.25492,0.00396,0.17767,1.22784,2.14137,28.97516,0.22911,0.00461,0.00133,0.75365,0.44029,0.05916,1.23225,0.30994,5.73837,1.28941,0.00064,1.19104,1.4038,0.00755,0.9158,0.5357,0.0,0.05213,2.10537,0.7,0.584,0.52
199796,2389cdc2,729731,181873.0,Matty Cash,Matty Cash,Aston Villa,10252,Aston Villa,10252,185.0,right,28,Poland,22.78172,RB,RB/RWB/RM/RW,False,,14816.0,1.01773,0.05106,0.28417,0.06551,0.16391,1.05554,1.82706,28.81406,0.12886,0.00059,0.00627,0.59325,0.46541,0.08504,1.07124,0.3931,3.99995,2.1585,0.00095,0.91804,1.07225,0.00854,0.95468,0.74855,0.0,0.05197,0.0,0.95,0.836,0.58
220237,ccce7025,956682,1727421.0,Sven Botman,Sven Botman,Newcastle United,10261,Newcastle United,10261,193.0,left,25,Netherlands,43.16196,CB,CB,True,,13373.0,0.94697,0.05476,0.16973,0.03057,0.07302,0.57187,0.8993,45.23748,0.07543,0.00138,0.0178,0.11808,0.0211,0.03129,0.93267,0.77551,4.72518,4.00671,0.00102,0.42819,0.60302,0.02734,0.96672,0.81556,0.0,0.05186,0.0,0.95,0.80947,0.87844
438464,ce4f40c7,951954,1812135.0,Cheick Doucouré,Cheick Oumar Doucouré,Crystal Palace,9826,Crystal Palace,9826,180.0,right,25,Mali,24.70761,,CM,True,,9924.0,0.96282,0.05361,0.23861,0.07205,0.13535,1.34183,2.40702,32.20364,0.17455,0.00126,0.00066,0.55669,0.10606,0.01381,1.60176,0.2493,6.39063,1.15633,0.00081,0.59763,1.14771,0.0028,0.9371,0.61713,0.0,0.05162,0.0,0.7,0.584,0.52
611695,e295402e,1602352,3893802.0,Malick Yalcouyé,Malick Junior Yalcouyé,Swansea City,10003,Brighton & Hove Albion,10204,169.0,right,20,Mali,16.46988,DM,DM/CM/LM/RW/AM/LW,False,,765.0,0.98903,0.05201,0.25202,0.06834,0.16469,1.1577,1.92014,36.07382,0.20381,0.00341,0.00197,0.78779,0.30752,0.02094,1.12552,0.26284,5.39365,0.8949,0.00078,1.39562,1.36096,0.00979,0.85218,0.45682,0.0,0.05144,0.0,0.795,0.584,0.52
577285,,1607333,,George Hemmings,George Hemmings,Aston Villa U21,1070261,Aston Villa,10252,,right,18,England,,DM,DM/CM/AM,False,,0.0,1.0,0.05122,0.2513,0.0662,0.18629,1.15438,2.02876,42.82913,0.20489,0.0041,0.00165,0.73695,0.26799,0.02926,0.94998,0.29422,5.46906,1.11823,0.00067,1.41371,1.32688,0.01187,0.9192,0.5796,0.0,0.05122,0.0,0.7,0.584,0.52
467779,4876c9ab,970243,3893796.0,Mats Wieffer,Mats Wieffer,Brighton & Hove Albion,10204,Brighton & Hove Albion,10204,188.0,right,26,Netherlands,16.6028,RB,RB/DM/LW,False,,7264.0,0.99549,0.05117,0.23249,0.09166,0.21772,1.20966,2.05154,36.18429,0.1241,0.00133,0.00219,0.65719,0.27026,0.10855,1.11725,0.21421,5.52304,2.06888,0.00107,0.82057,1.42135,0.0057,0.95525,0.75556,0.0,0.05094,0.0,0.95,0.584,0.52
465702,f8ce97ca,1108603,4293452.0,Timothée Pembélé,Timothée Pembélé,Sunderland U21,773657,Sunderland,8472,183.0,right,23,France,2.51129,LB,RB/CB/LB/RM,False,,3470.0,0.98072,0.05188,0.14946,0.04985,0.12254,1.28414,1.95186,20.20628,0.16507,0.00479,0.00881,0.95054,0.41736,0.06534,1.0578,0.34233,4.10077,2.54207,0.00118,0.83387,0.84501,0.00761,0.89357,0.51886,0.0,0.05088,0.0,0.7,0.584,0.52
97846,1a5e36e7,279481,4293417.0,Alex Cairns,Alex Cairns,Leeds United U21,1177187,Leeds United,8463,183.0,right,32,England,0.6271,,GK,False,,0.0,1.0,0.05085,0.30739,0.06041,0.17729,1.14533,1.95477,35.51846,0.19349,0.00307,0.00229,0.77213,0.43121,0.06529,1.16824,0.19211,5.87671,1.06446,0.00062,1.14358,1.13766,0.00842,0.9158,0.5357,0.0,0.05085,0.0,0.7,0.584,0.52
171422,25dea15a,434498,4293459.0,Alan Browne,Alan Browne,Middlesbrough,8549,Sunderland,8472,179.0,right,30,Ireland,1.43103,DM,RB/LB/DM/CM/LM/AM,False,,13709.0,1.00364,0.05052,0.19115,0.05459,0.11882,1.20477,2.06575,19.26269,0.14872,0.00223,0.00115,0.63909,0.26578,0.0256,1.20745,0.37407,6.02603,1.46291,0.00127,1.4062,1.23759,0.00519,0.94362,0.73091,0.0,0.0507,0.0,0.7,0.584,0.52
531363,00b77ecf,1292835,4293395.0,Nathan Fraser,Nathan Fraser,Wolverhampton Wanderers U21,773683,Wolverhampton Wanderers,8602,188.0,right,20,Republic of Ireland,0.65,,ST,False,,351.0,1.02114,0.04941,0.27758,0.05311,0.16461,1.32993,2.34056,37.08911,0.21995,0.00414,0.00237,0.79907,0.38815,0.04696,1.14484,0.26885,6.06755,1.09307,0.00061,1.21177,1.60543,0.00876,0.92983,0.44642,0.0,0.05045,0.0,0.7,0.584,0.52
149484,8397a50c,419664,131314.0,Tyrone Mings,Tyrone Mings,Aston Villa,10252,Aston Villa,10252,191.0,left,32,England,3.95659,CB,CB,True,,11796.0,0.96264,0.05239,0.12722,0.03137,0.05583,0.33121,0.60199,42.14639,0.10692,0.00131,0.01255,0.22348,0.01593,0.03983,1.07732,0.79578,4.60405,4.37307,0.00095,0.62155,0.57768,0.02673,0.94556,0.90792,0.0,0.05043,0.0,0.62333,0.584,0.52
588793,7be4311f,1531739,,Maldini Kacurri,Maldini Kacurri,Morecambe,8489,Arsenal,9825,,right,20,Albania,0.27125,CB,CB,False,,0.0,1.0,0.05008,0.15602,0.02909,0.07478,0.74596,1.25986,54.57975,0.15013,0.00687,0.00416,0.25027,0.06547,0.04157,0.99802,0.55979,4.58856,3.03886,0.00064,0.61568,0.91718,0.00865,0.9534,0.8532,0.0,0.05008,0.0,0.7,0.584,0.52
563324,f9657b1b,1751837,,Brayden Clarke,Brayden Clarke,Arsenal U21,950214,Arsenal,9825,,right,18,Wales,,CB,RB/CB,False,,0.0,1.0,0.05008,0.15602,0.02909,0.07478,0.74596,1.25986,54.57975,0.15013,0.00687,0.00416,0.25027,0.06547,0.04157,0.99802,0.55979,4.58856,3.03886,0.00064,0.61568,0.91718,0.00865,0.9534,0.8532,0.0,0.05008,0.0,0.7,0.584,0.52
109533,e0bc6fdc,267371,2193866.0,Emerson Palmieri dos Santos,Emerson,Marseille,8592,Marseille,8592,176.0,left,31,Italy,8.08928,LB,CB/LB/LWB/LM/LW,False,,11605.0,1.00032,0.05006,0.19064,0.07857,0.18507,1.27223,2.12608,32.79647,0.13469,0.00156,0.00802,0.64343,0.56196,0.03613,0.97401,0.31474,4.10213,2.11201,0.00085,0.79267,0.87446,0.00337,0.93478,0.65544,0.0,0.05008,0.0,0.95,0.8888,0.89733
427623,0a3d6d2b,950829,1908560.0,Chris Richards,Chris Richards,Crystal Palace,9826,Crystal Palace,9826,188.0,right,25,USA,15.82431,CB,CB,False,,9246.0,0.9633,0.05174,0.1313,0.03,0.09049,0.77625,1.33823,33.35151,0.08041,0.0012,0.00282,0.0516,0.06909,0.03105,1.26854,0.68392,2.843,5.20904,0.00093,0.24163,0.54455,0.01751,0.9766,0.89226,0.0,0.04984,0.0,0.62111,0.9,0.9
221820,bac46a10,847983,1818085.0,Lisandro Martínez,Lisandro Martinez,Manchester United,10260,Manchester United,10260,178.0,left,27,Argentina,37.11197,CB,CB,False,,12140.0,0.98413,0.05055,0.17272,0.06417,0.15719,1.10254,1.87995,56.38083,0.17669,0.0017,0.01136,0.40468,0.07529,0.01048,1.3887,0.58375,5.89259,3.13135,0.00088,0.46995,0.93722,0.00562,0.95697,0.76871,0.0,0.04975,0.0,0.95,0.87013,0.89289
200785,2b09d998,729769,1783669.0,Tyler Adams,Tyler Adams,AFC Bournemouth,8678,AFC Bournemouth,8678,175.0,right,26,USA,25.60354,DM,DM/CM,False,,9765.0,0.96725,0.05119,0.18925,0.05693,0.10482,1.03001,1.84577,40.70202,0.13783,0.00139,0.00052,0.36517,0.07451,0.03431,1.35838,0.33533,5.42172,1.50856,0.0008,0.83195,1.63834,0.00795,0.96897,0.67548,0.0,0.04952,0.0,0.85667,0.836,0.58
199798,0313a347,710159,134708.0,Ezri Konsa Ngoyo,Ezri Konsa,Aston Villa,10252,Aston Villa,10252,183.0,right,28,England,41.06935,CB,RB/CB,False,,18588.0,0.9458,0.05221,0.13676,0.02481,0.04709,0.50016,0.88975,45.02209,0.06464,0.00073,0.00116,0.24999,0.02291,0.01835,0.70025,0.69632,3.76733,3.03249,0.001,1.41548,0.4557,0.02047,0.97024,0.92151,0.0,0.04938,0.0,0.95,0.836,0.58
